Customer_ID,Gender,Age,Membership_Type,Items_Purchased,Total_Spend,Discount_Applied,Days_Since_Last_Purchase,Average_Rating,Satisfaction_Score,Region
1129,Female,43,Gold,4,630.01,0,14,1,0.9,North
1130,Female,33,Silver,3,782.25,0,45,4,0.39,East
1131,Female,42,Silver,4,521.17,1,34,2,0.7,South
1132,Female,45,Silver,3,782.19,1,86,4,0.57,East
1133,Female,26,Silver,8,623.51,0,36,4,0.05,South
1134,Male,18,Basic,5,662.65,1,15,4,0.71,East
1135,Male,46,Basic,7,342.48,0,37,3,0.79,North
1136,Male,39,Silver,3,766.55,1,10,3,0.98,West
1137,Male,33,Silver,8,572.44,1,9,2,0.42,West
1138,Female,58,Silver,9,674.26,0,50,5,0.5,West
1139,Female,61,Basic,5,550.75,0,35,4,0.87,South
1140,Male,58,Basic,6,772.84,1,46,5,0.27,West
1141,Female,24,Basic,2,634.02,1,81,5,0.19,East
1142,Male,31,Platinum,1,622.07,1,47,5,0.13,North
1143,Female,46,Silver,3,884.04,0,18,4,0.98,West
1144,Male,36,Basic,5,226.21,0,25,2,0.27,South
1145,Female,36,Basic,6,538.53,0,35,5,0.76,South
1146,Female,19,Platinum,6,576.58,0,80,2,0.45,North
1147,Male,58,Basic,5,475.79,1,51,4,0.24,North
1148,Female,62,Gold,6,649.8,1,89,5,0.91,South
1149,Male,32,Basic,3,399.21,0,55,4,0.46,North
1150,Male,20,Platinum,4,405.3,0,16,3,0.57,East
1151,Male,28,Gold,3,665.53,0,88,3,0.22,East
1152,Male,63,Silver,7,462.83,0,12,5,0.32,West
1153,Female,47,Basic,4,676.78,0,59,5,0.75,West
1154,Female,57,Basic,6,510.24,1,73,4,0.34,South
1155,Female,35,Silver,5,474.35,1,37,5,0.51,South
1156,Male,19,Silver,3,451.89,0,32,1,0.11,East
1157,Female,49,Basic,5,457.23,1,57,3,0.85,North
1158,Male,25,Basic,3,535.75,0,83,3,0.74,West
1159,Female,39,Silver,4,480.34,0,22,1,0.76,North
1160,Female,23,Silver,3,581.26,0,45,3,0.18,West
1161,Female,29,Basic,2,320.93,0,83,2,0.5,West
1162,Male,64,Basic,3,472.95,1,12,4,0.03,South
1163,Female,57,Platinum,4,787.37,1,82,1,0.32,North
1164,Female,53,Silver,8,411.39,0,5,3,0.35,South
1165,Male,32,Gold,3,500.51,1,26,5,0.91,North
1166,Female,45,Silver,4,785.87,0,20,3,0.99,North
1167,Male,62,Basic,2,593.87,1,61,2,0.62,West
1168,Female,35,Basic,7,341.63,1,8,3,0.52,North
1169,Male,19,Basic,3,689.35,0,62,5,0.44,West
1170,Male,30,Gold,3,777.82,0,54,4,0.02,West
1171,Female,62,Silver,5,596.36,1,80,4,0.8,West
1172,Male,32,Basic,5,516.24,0,58,1,0.67,East
1173,Male,37,Platinum,3,338.68,0,66,4,0.65,West
1174,Male,46,Basic,6,527.13,1,45,3,0.81,South
1175,Male,59,Platinum,2,413.05,0,65,3,0.93,North
1176,Male,46,Platinum,6,598.73,1,5,4,0.39,North
1177,Male,20,Basic,7,724.16,1,31,5,0.43,East
1178,Female,36,Basic,8,451.65,1,23,3,0.98,East
1179,Male,20,Silver,5,702.75,0,21,5,0.66,East
1180,Male,31,Silver,5,336.99,1,12,1,0.85,South
1181,Female,57,Silver,3,562.84,0,4,3,0.22,West
1182,Female,21,Platinum,2,298.65,0,37,3,0.32,East
1183,Female,28,Gold,1,627.31,0,75,5,0.39,East
1184,Female,48,Basic,8,769.05,0,9,3,0.32,North
1185,Female,60,Basic,4,534.76,0,26,4,0.88,North
1186,Female,49,Silver,3,624.25,0,27,3,0.51,East
1187,Female,44,Basic,3,524.46,0,62,4,0.95,North
1188,Male,47,Gold,5,653.05,0,50,3,0.32,North
1189,Male,60,Basic,10,721.6,0,89,1,0.04,West
1190,Female,19,Basic,4,597.96,0,82,5,0.14,East
1191,Male,26,Basic,4,520.27,1,72,5,0.22,East
1192,Male,45,Gold,5,643.04,1,2,3,0.64,West
1193,Male,48,Basic,3,872.27,0,86,4,0.18,East
1194,Female,51,Gold,5,647.25,1,85,3,0.38,East
1195,Female,32,Silver,3,409.02,1,26,5,0.8,West
1196,Male,42,Gold,2,883.82,0,69,4,0.12,West
1197,Female,53,Silver,3,477.8,1,46,2,0.08,East
1198,Male,25,Basic,1,482.43,1,78,5,0.54,North
1199,Male,26,Gold,6,751.25,0,63,3,0.7,West
1200,Male,54,Basic,2,537.0,0,70,3,0.91,West
1201,Male,62,Silver,2,674.6,1,23,4,0.66,South
1202,Female,56,Basic,4,663.77,0,17,3,0.95,North
1203,Female,49,Gold,8,666.02,0,88,2,0.24,East
1204,Female,34,Platinum,3,816.65,0,64,3,0.34,South
1205,Male,52,Silver,6,559.78,0,29,5,0.84,South
1206,Female,54,Silver,2,605.08,1,52,3,0.81,South
1207,Male,36,Gold,6,462.45,0,24,3,0.66,North
1208,Female,61,Basic,4,712.01,0,35,3,0.51,West
1209,Male,46,Platinum,3,630.89,1,47,3,0.02,East
1210,Male,24,Basic,5,788.7,1,51,4,0.28,North
1211,Male,45,Platinum,3,655.24,1,2,3,0.16,South
1212,Female,26,Gold,1,859.69,0,21,5,0.05,North
1213,Female,45,Gold,1,580.88,1,40,4,0.78,East
1214,Female,23,Silver,4,635.27,0,69,3,0.13,North
1215,Female,46,Silver,1,610.37,1,35,3,0.36,South
1216,Male,34,Silver,7,495.89,0,44,4,0.98,South
1217,Female,33,Basic,5,306.45,1,35,4,0.41,West
1218,Female,40,Silver,0,633.69,1,83,5,0.14,North
1219,Male,48,Silver,4,359.88,0,80,5,0.69,East
1220,Male,20,Gold,6,669.62,0,25,4,0.81,West
1221,Male,38,Silver,1,773.41,1,80,5,0.28,West
1222,Female,43,Basic,2,591.07,1,31,4,0.81,East
1223,Male,53,Basic,2,657.28,0,81,1,0.27,East
1224,Male,59,Silver,1,662.38,0,85,4,0.69,North
1225,Male,54,Basic,1,742.5,1,52,3,0.12,South
1226,Female,39,Basic,4,585.25,0,35,3,0.43,West
1227,Male,59,Gold,2,418.72,0,23,4,0.52,West
1228,Female,29,Silver,4,337.37,1,49,3,0.73,North
1229,Female,59,Silver,6,548.04,0,16,3,0.65,South
1230,Male,30,Basic,2,355.51,0,58,3,0.85,North
1231,Male,28,Gold,3,605.68,0,50,3,0.18,South
1232,Female,33,Basic,3,637.72,1,78,3,0.66,East
1233,Male,25,Gold,3,520.85,0,64,5,0.13,North
1234,Male,57,Basic,1,710.73,0,52,3,0.48,East
1235,Female,57,Gold,3,624.08,0,40,5,0.52,North
1236,Female,62,Silver,4,500.63,0,54,5,0.03,East
1237,Male,19,Silver,2,531.71,0,85,5,0.07,South
1238,Female,47,Silver,1,802.49,0,17,3,0.84,South
1239,Male,47,Silver,3,344.87,0,4,4,0.29,South
1240,Male,29,Basic,6,563.9,0,80,3,0.35,West
1241,Male,27,Gold,6,629.77,0,56,4,0.64,South
1242,Female,61,Basic,3,508.87,0,30,3,0.22,North
1243,Male,28,Platinum,3,491.66,1,34,4,0.19,South
1244,Male,32,Gold,2,765.67,1,86,5,0.42,West
1245,Male,33,Basic,1,906.27,1,44,4,0.06,East
1246,Female,34,Gold,2,549.84,1,69,4,0.92,West
1247,Female,43,Basic,1,603.82,0,65,3,0.94,West
1248,Female,19,Basic,4,687.03,0,53,4,0.45,East
1249,Female,29,Platinum,6,447.22,0,89,4,0.21,North
1250,Female,43,Silver,2,610.53,0,70,3,0.47,North
1251,Male,40,Silver,2,830.03,1,87,3,0.1,South
1252,Female,35,Basic,4,957.53,1,33,3,0.4,West
1253,Female,49,Basic,3,412.78,1,78,3,0.07,North
1254,Female,55,Platinum,4,465.78,1,36,4,0.71,South
1255,Male,64,Basic,4,535.2,0,18,4,0.28,West
1256,Female,20,Basic,2,544.38,0,51,1,0.52,West
1257,Female,55,Silver,3,762.55,0,57,1,0.01,North
1258,Male,20,Silver,3,605.12,0,44,4,0.52,South
1259,Female,47,Silver,5,750.32,0,10,5,0.0,East
1260,Male,18,Basic,4,636.25,0,39,1,0.93,West
1261,Male,47,Basic,7,582.95,1,56,4,0.5,South
1262,Male,62,Basic,2,667.03,0,49,5,0.1,East
1263,Male,49,Platinum,6,258.34,0,58,1,0.34,East
1264,Male,45,Basic,5,550.9,1,76,3,0.05,North
1265,Female,38,Gold,2,556.4,0,23,5,0.53,East
1266,Male,63,Gold,5,391.14,0,7,2,0.12,West
1267,Male,30,Gold,3,801.55,0,45,4,0.47,West
1268,Female,44,Gold,2,563.22,0,89,4,0.31,South
1269,Male,53,Basic,4,655.19,1,55,3,0.76,West
1270,Female,24,Basic,3,729.73,0,55,1,0.48,North
1271,Female,39,Silver,7,475.12,0,77,4,0.85,North
1272,Female,27,Basic,5,642.73,0,38,4,0.94,West
1273,Male,56,Gold,0,354.66,1,19,3,0.97,South
1274,Male,32,Silver,6,681.86,0,22,4,0.26,North
1275,Male,32,Gold,3,517.08,1,11,4,0.77,South
1276,Female,21,Basic,4,558.0,1,3,3,0.44,West
1277,Male,49,Platinum,1,768.29,0,19,4,0.43,East
1278,Male,40,Basic,6,872.82,0,7,3,0.87,North
1279,Male,23,Silver,4,491.98,1,34,4,0.15,East
1280,Female,41,Silver,7,472.48,1,11,4,0.48,North
1281,Female,37,Gold,2,703.43,0,5,4,0.59,West
1282,Male,54,Silver,2,696.39,0,71,3,0.07,South
1283,Male,37,Platinum,1,421.63,1,36,4,0.86,South
1284,Male,29,Platinum,2,596.49,0,5,4,0.31,South
1285,Male,50,Gold,5,596.78,1,56,4,0.66,West
1286,Female,45,Basic,1,593.74,1,5,5,0.93,South
1287,Female,25,Gold,2,699.2,0,27,5,0.72,North
1288,Female,18,Gold,2,827.48,1,27,4,0.89,East
1289,Female,54,Basic,4,565.07,1,32,3,0.07,West
1290,Male,39,Basic,2,869.62,0,89,5,0.49,East
1291,Male,23,Basic,3,581.52,0,15,2,0.56,North
1292,Male,38,Basic,2,845.17,1,54,4,0.69,North
1293,Female,49,Silver,6,663.69,0,20,4,0.12,East
1294,Male,52,Platinum,4,762.88,1,88,5,0.66,East
1295,Female,32,Silver,3,741.87,0,34,5,0.15,North
1296,Female,22,Silver,5,478.16,1,34,5,0.07,North
1297,Male,63,Platinum,3,654.77,1,46,4,0.47,North
1298,Male,23,Basic,3,462.64,0,21,4,0.6,North
1299,Male,42,Gold,7,584.58,0,39,3,0.96,North
1300,Female,63,Silver,7,428.38,0,40,5,0.7,East
1301,Male,57,Silver,4,569.74,1,44,4,0.59,East
1302,Female,46,Basic,0,609.12,1,36,5,0.21,West
1303,Male,24,Silver,5,472.04,1,55,2,0.15,South
1304,Female,57,Basic,5,599.9,0,89,3,0.61,South
1305,Female,30,Gold,4,720.61,0,71,4,0.22,East
1306,Male,55,Basic,3,453.11,0,50,2,0.71,East
1307,Female,35,Gold,3,733.36,0,58,3,0.11,South
1308,Female,19,Basic,6,738.66,0,74,2,0.34,South
1309,Male,25,Basic,5,457.16,0,74,5,0.77,South
1310,Female,28,Silver,2,207.8,1,38,5,0.83,West
1311,Male,50,Basic,0,763.52,0,24,4,0.35,North
1312,Female,55,Gold,0,563.22,1,74,3,0.21,South
1313,Male,44,Platinum,9,600.04,0,59,3,0.96,North
1314,Male,37,Gold,4,903.25,1,45,2,0.76,West
1315,Female,29,Basic,3,663.74,1,26,4,0.81,North
1316,Female,60,Silver,4,669.78,1,83,5,0.22,South
1317,Female,48,Silver,3,598.77,0,65,1,0.42,East
1318,Female,44,Gold,7,571.2,1,11,2,0.07,West
1319,Female,49,Basic,5,590.53,0,50,3,0.11,South
1320,Male,27,Silver,5,577.52,0,58,4,0.22,South
1321,Female,20,Silver,3,347.23,1,34,5,0.3,South
1322,Male,62,Basic,1,450.28,1,16,5,1.0,South
1323,Male,44,Basic,4,591.47,0,59,4,0.42,West
1324,Female,52,Silver,1,905.57,0,1,2,0.7,South
1325,Male,48,Gold,3,391.79,0,41,5,0.9,North
1326,Male,32,Platinum,7,522.12,1,28,2,0.25,South
1327,Male,33,Silver,5,520.63,1,15,3,0.14,West
1328,Male,30,Basic,1,703.62,0,80,3,0.24,East
1329,Female,52,Basic,4,613.99,1,46,3,0.88,East
1330,Male,28,Platinum,6,503.56,0,32,3,0.67,North
1331,Female,38,Platinum,8,773.13,1,39,5,0.45,North
1332,Female,28,Platinum,6,451.14,1,65,3,0.82,South
1333,Male,47,Gold,7,523.88,0,73,5,0.24,South
1334,Female,52,Basic,2,433.25,1,89,5,0.24,North
1335,Female,39,Gold,4,748.91,0,75,4,0.57,East
1336,Female,55,Silver,5,592.73,0,11,2,0.79,West
1337,Male,48,Basic,5,493.22,1,70,4,0.26,South
1338,Female,31,Gold,3,666.91,0,34,5,0.21,West
1339,Female,41,Basic,2,836.83,0,50,3,0.47,East
1340,Female,49,Basic,3,261.21,1,44,5,0.13,North
1341,Male,53,Silver,2,692.4,0,14,4,0.75,East
1342,Female,49,Silver,2,860.05,0,72,5,0.58,West
1343,Male,32,Gold,2,833.24,0,25,5,0.51,East
1344,Male,60,Basic,3,562.53,1,68,3,0.87,East
1345,Male,52,Basic,3,614.45,1,50,3,0.73,South
1346,Male,20,Basic,2,631.2,0,85,2,0.15,North
1347,Male,33,Basic,5,561.31,1,32,2,0.42,West
1348,Male,22,Basic,9,738.59,1,55,4,0.32,West
1349,Female,38,Silver,5,359.08,1,78,5,0.8,South
1350,Male,27,Silver,5,686.33,0,25,5,0.72,East
1351,Female,36,Gold,1,588.61,1,79,3,0.47,West
1352,Female,42,Platinum,7,751.63,1,52,3,0.82,South
1353,Male,21,Silver,4,766.49,1,56,4,0.41,West
1354,Female,46,Basic,3,616.51,0,22,3,0.8,South
1355,Female,36,Basic,5,506.62,0,47,3,0.03,South
1356,Female,60,Gold,4,755.73,0,70,5,0.13,North
1357,Female,19,Silver,3,408.9,1,51,5,0.76,North
1358,Male,27,Gold,4,442.08,1,66,5,0.11,East
1359,Female,60,Gold,2,588.53,1,70,4,0.68,South
1360,Male,42,Platinum,6,522.03,0,87,4,0.72,West
1361,Female,37,Platinum,4,567.72,0,75,5,0.66,East
1362,Female,36,Silver,8,554.42,0,65,3,0.82,South
1363,Male,40,Basic,4,596.03,0,22,5,0.51,East
1364,Female,41,Platinum,0,823.11,0,41,1,0.9,West
1365,Female,28,Silver,8,426.76,1,77,5,0.57,West
1366,Female,63,Basic,3,530.03,0,47,5,0.51,North
1367,Male,51,Silver,4,723.7,0,60,3,0.51,East
1368,Female,45,Silver,6,605.48,0,22,4,0.91,North
1369,Male,22,Gold,5,454.41,0,4,3,0.24,South
1370,Female,22,Silver,4,586.95,0,44,4,0.7,South
1371,Male,38,Basic,4,373.91,1,41,4,0.24,West
1372,Male,29,Platinum,2,754.84,0,82,4,0.09,South
1373,Female,21,Gold,4,617.75,0,38,5,0.95,East
1374,Female,59,Silver,7,930.05,0,17,3,0.13,West
1375,Male,37,Basic,6,431.98,1,89,4,0.69,West
1376,Male,55,Basic,5,500.27,1,17,5,0.42,East
1377,Female,42,Silver,3,625.67,0,45,4,0.84,East
1378,Male,31,Basic,4,797.57,1,46,5,0.77,North
1379,Female,28,Basic,6,527.22,0,8,3,0.14,South
1380,Female,49,Gold,3,494.46,1,15,5,0.47,West
1381,Female,28,Silver,5,611.38,0,33,5,0.03,South
1382,Female,35,Silver,3,499.23,0,49,5,0.43,North
1383,Male,44,Basic,9,671.4,0,10,5,0.7,North
1384,Female,35,Silver,3,611.46,0,62,3,0.23,West
1385,Male,40,Gold,0,704.78,0,55,3,0.81,South
1386,Female,28,Basic,1,734.14,0,58,3,0.05,South
1387,Male,38,Basic,1,654.95,0,63,3,0.03,West
1388,Female,61,Silver,5,773.08,0,11,4,0.03,West
1389,Male,22,Platinum,4,549.37,1,35,5,0.28,North
1390,Male,40,Silver,2,383.41,1,86,4,0.47,West
1391,Female,58,Basic,9,438.36,0,4,5,0.11,North
1392,Female,42,Basic,3,587.21,0,66,5,1.0,South
1393,Female,58,Gold,3,662.68,0,33,2,1.0,South
1394,Female,27,Basic,3,687.56,0,73,3,0.52,North
1395,Male,39,Silver,5,502.84,0,35,3,0.57,South
1396,Female,36,Silver,3,729.82,0,38,4,0.93,West
1397,Male,18,Basic,3,252.01,0,78,2,0.77,North
1398,Male,24,Gold,4,517.93,1,57,5,0.17,South
1399,Female,21,Gold,1,674.12,1,33,2,0.79,East
1400,Male,18,Silver,6,736.9,1,44,3,0.23,East
1401,Male,32,Basic,6,713.57,1,53,3,0.43,South
1402,Male,57,Basic,8,739.56,1,80,4,0.53,West
1403,Male,29,Silver,1,626.03,0,20,5,0.72,North
1404,Female,39,Silver,2,581.8,0,63,5,0.15,East
1405,Female,39,Basic,2,318.29,1,51,5,0.08,West
1406,Female,64,Basic,3,563.69,0,14,2,0.87,North
1407,Female,34,Basic,1,427.9,0,35,4,0.83,East
1408,Male,46,Platinum,3,692.44,0,45,3,0.52,East
1409,Male,63,Gold,3,394.82,0,33,2,0.66,East
1410,Female,31,Platinum,2,576.73,0,61,4,0.72,South
1411,Female,37,Basic,2,421.47,1,72,3,0.48,South
1412,Female,50,Platinum,0,598.22,0,53,3,0.26,West
1413,Male,60,Basic,2,580.27,0,78,2,0.48,North
1414,Female,32,Silver,6,336.97,1,78,5,0.95,South
1415,Female,29,Gold,4,651.64,0,50,4,0.84,North
1416,Female,57,Basic,5,557.31,1,15,3,0.47,East
1417,Male,37,Silver,5,604.19,1,42,5,0.23,South
1418,Male,47,Basic,5,537.73,0,20,5,0.89,East
1419,Male,55,Basic,2,492.47,1,68,5,0.64,North
1420,Male,20,Silver,9,713.52,0,7,4,0.4,South
1421,Male,45,Silver,2,754.68,1,66,3,0.11,South
1422,Male,43,Gold,5,745.35,1,73,3,0.75,East
1423,Male,47,Silver,7,394.88,1,23,4,0.32,West
1424,Male,30,Silver,5,808.29,1,36,5,0.61,South
1425,Female,30,Basic,3,684.44,0,12,5,0.57,North
1426,Female,19,Basic,2,787.41,1,23,3,0.7,South
1427,Male,54,Platinum,11,784.9,0,11,4,0.54,East
1428,Male,55,Basic,5,652.36,0,1,4,0.63,North
1429,Female,19,Silver,5,480.83,1,77,5,0.08,South
1430,Male,53,Basic,9,486.24,1,39,2,0.67,East
1431,Male,43,Gold,3,497.93,0,70,4,0.19,East
1432,Male,28,Gold,7,572.85,1,31,3,0.39,West
1433,Female,25,Basic,2,451.7,1,9,2,0.51,East
1434,Female,61,Basic,7,342.72,0,56,4,0.69,East
1435,Female,57,Silver,2,347.42,0,18,3,0.74,West
1436,Female,60,Basic,6,594.93,1,59,4,0.7,West
1437,Female,39,Basic,4,559.6,0,67,3,0.1,West
1438,Male,37,Gold,1,676.47,1,3,5,0.39,West
1439,Female,25,Basic,4,572.93,1,30,5,0.28,East
1440,Male,46,Gold,6,772.86,1,64,3,0.4,North
1441,Male,57,Silver,0,511.61,0,70,4,0.65,East
1442,Female,43,Basic,5,649.56,0,2,2,0.19,East
1443,Female,47,Silver,3,682.81,0,20,4,0.5,South
1444,Male,34,Silver,3,608.02,0,81,2,0.88,North
1445,Male,37,Basic,6,752.05,1,81,3,0.73,East
1446,Male,33,Silver,7,678.93,0,29,5,0.73,South
1447,Female,63,Basic,3,720.8,0,9,2,0.85,North
1448,Female,60,Basic,5,503.84,1,4,4,0.4,North
1449,Female,24,Basic,2,567.1,1,40,2,0.76,East
1450,Female,33,Basic,5,272.01,0,55,4,0.06,North
1451,Female,62,Basic,2,590.58,0,13,3,0.06,South
1452,Male,64,Silver,4,394.45,1,6,3,0.33,North
1453,Female,44,Silver,3,952.04,0,73,3,0.2,East
1454,Male,40,Silver,4,645.19,1,26,3,0.52,West
1455,Male,41,Gold,1,540.24,1,41,5,0.18,East
1456,Male,26,Gold,1,712.89,1,42,5,0.98,West
1457,Female,52,Silver,3,391.39,0,78,5,0.85,South
1458,Female,37,Silver,4,525.91,0,61,2,0.98,North
1459,Female,54,Basic,4,547.7,1,62,3,0.81,South
1460,Male,59,Gold,2,696.71,1,68,4,0.95,North
1461,Male,34,Basic,0,453.27,1,21,5,0.37,North
1462,Male,64,Basic,7,495.41,0,31,4,0.5,North
1463,Male,48,Gold,2,616.74,0,43,3,0.24,West
1464,Male,25,Basic,5,694.71,0,21,5,0.64,North
1465,Male,32,Basic,8,631.71,0,29,2,0.79,West
1466,Female,48,Silver,3,464.07,1,55,5,0.5,East
1467,Female,47,Silver,4,615.98,0,58,5,0.3,West
1468,Female,63,Gold,2,497.25,0,24,5,0.51,East
1469,Female,37,Gold,5,458.56,1,45,2,0.06,West
1470,Male,56,Basic,2,661.22,1,80,4,0.72,South
1471,Male,29,Basic,3,681.95,1,9,4,0.45,North
1472,Female,34,Silver,1,597.96,1,85,3,0.9,South
1473,Male,59,Basic,3,676.66,0,66,4,0.92,South
1474,Female,47,Silver,3,715.49,0,2,4,0.13,West
1475,Female,46,Basic,5,232.85,1,37,3,1.0,West
1476,Female,36,Silver,4,661.59,1,37,3,0.97,East
1477,Male,63,Silver,3,832.3,0,69,2,0.63,South
1478,Female,28,Silver,6,557.36,0,46,5,0.83,South
1479,Female,51,Silver,3,830.57,0,6,5,0.02,West
1480,Female,24,Silver,3,647.31,1,48,5,0.97,South
1481,Male,61,Basic,5,611.95,1,8,1,0.46,North
1482,Male,51,Basic,4,639.95,0,32,4,0.91,North
1483,Female,37,Basic,5,371.8,0,77,3,0.39,West
1484,Male,55,Silver,1,850.74,1,67,4,0.79,South
1485,Male,41,Basic,4,525.44,1,73,4,0.42,South
1486,Male,27,Silver,5,420.27,0,68,5,0.36,North
1487,Male,49,Basic,6,519.95,1,28,3,0.95,West
1488,Male,32,Silver,3,603.46,0,40,1,0.7,North
1489,Male,54,Gold,3,769.41,0,16,5,0.84,South
1490,Male,37,Basic,5,588.68,1,57,5,0.54,West
1491,Male,20,Basic,0,551.82,1,75,4,0.92,South
1492,Male,54,Basic,4,554.19,0,55,2,0.74,West
1493,Male,57,Silver,4,396.6,1,83,4,0.07,North
1494,Female,25,Silver,4,520.97,1,86,4,0.77,North
1495,Female,57,Basic,4,511.46,1,39,5,0.02,West
1496,Male,61,Silver,2,637.51,1,76,4,0.83,West
1497,Female,40,Basic,5,341.57,0,55,2,0.33,North
1498,Female,57,Silver,4,533.78,1,30,4,0.6,North
1499,Male,28,Silver,1,796.15,0,42,2,0.75,South
1500,Male,63,Gold,1,662.99,0,5,2,0.64,West
1501,Male,25,Basic,5,741.0,0,45,3,0.67,West
1502,Female,46,Gold,5,541.04,1,64,2,0.89,West
1503,Female,47,Gold,4,849.92,0,32,5,0.37,North
1504,Male,27,Basic,2,719.54,0,12,4,0.55,North
1505,Male,56,Basic,6,610.27,1,66,4,0.17,North
1506,Male,45,Silver,4,696.93,1,52,4,0.47,East
1507,Female,53,Gold,1,414.64,0,71,5,0.15,East
1508,Female,30,Gold,6,411.51,1,32,5,0.63,North
1509,Female,49,Silver,6,721.06,1,35,5,0.32,West
1510,Female,53,Gold,5,770.07,1,6,3,0.86,West
1511,Male,54,Basic,5,462.03,0,22,2,0.34,West
1512,Male,43,Basic,6,728.18,1,89,4,0.29,South
1513,Male,39,Platinum,3,680.21,0,47,3,0.49,North
1514,Male,21,Gold,5,480.76,1,13,3,0.18,West
1515,Female,48,Silver,2,450.97,1,23,2,0.2,West
1516,Female,35,Gold,6,491.8,1,44,3,0.78,North
1517,Male,55,Platinum,4,526.69,1,9,4,0.5,North
1518,Male,41,Gold,7,540.5,1,59,4,0.21,North
1519,Female,40,Gold,9,361.18,1,30,5,0.03,East
1520,Male,39,Gold,0,526.89,0,84,4,0.47,North
1521,Female,19,Basic,2,647.69,1,44,3,0.74,North
1522,Male,48,Gold,6,699.31,0,49,4,0.35,East
1523,Male,28,Basic,5,511.41,0,16,5,0.25,North
1524,Male,45,Gold,3,824.14,1,86,1,0.4,West
1525,Male,63,Silver,3,603.03,1,74,4,0.96,West
1526,Male,49,Silver,5,980.33,0,84,3,0.42,West
1527,Male,22,Silver,9,487.99,1,53,2,0.26,West
1528,Male,55,Basic,4,654.26,1,2,3,0.57,West
1529,Female,27,Basic,7,586.85,1,67,4,0.81,South
1530,Female,57,Platinum,2,499.89,0,42,4,0.02,East
1531,Female,63,Platinum,3,729.24,1,64,1,0.56,North
1532,Female,41,Basic,5,714.41,1,8,4,0.84,West
1533,Female,52,Platinum,2,561.53,0,73,3,0.22,West
1534,Male,61,Gold,2,647.77,1,21,3,0.92,West
1535,Male,40,Silver,5,638.96,0,60,3,0.58,South
1536,Female,34,Basic,6,560.8,0,34,5,0.52,North
1537,Male,18,Platinum,4,486.63,0,4,1,0.96,North
1538,Female,48,Silver,2,599.73,0,89,3,0.13,West
1539,Female,48,Gold,5,571.4,0,62,3,0.74,South
1540,Male,59,Gold,3,440.78,1,76,4,0.82,South
1541,Male,59,Gold,5,698.65,1,2,5,0.49,West
1542,Male,51,Silver,2,606.73,0,50,4,0.01,West
1543,Female,26,Basic,3,579.63,0,76,5,0.52,South
1544,Male,39,Basic,1,376.33,0,26,3,0.15,North
1545,Female,30,Basic,5,647.56,0,85,5,0.56,South
1546,Female,42,Basic,3,376.76,1,37,3,0.74,South
1547,Female,35,Silver,4,621.16,0,55,1,0.53,North
1548,Male,29,Silver,1,727.85,0,18,4,0.63,North
1549,Male,57,Gold,4,849.33,1,24,4,0.1,North
1550,Female,34,Basic,6,610.04,1,30,2,0.1,North
1551,Male,32,Silver,8,863.75,0,17,5,0.85,East
1552,Male,59,Basic,2,709.9,1,80,4,0.05,North
1553,Male,32,Basic,3,670.87,0,42,4,0.28,South
1554,Female,32,Basic,4,767.38,1,81,3,0.94,South
1555,Female,56,Gold,6,800.86,0,12,3,0.46,North
1556,Male,30,Basic,4,723.52,1,27,5,0.67,South
1557,Female,34,Gold,2,578.84,0,55,4,0.22,South
1558,Male,49,Basic,4,519.55,0,4,4,0.27,East
1559,Male,26,Gold,6,406.36,1,35,4,0.51,East
1560,Male,57,Gold,4,625.21,0,65,5,0.64,West
1561,Male,37,Platinum,0,777.2,0,76,4,0.96,West
1562,Female,43,Gold,6,455.74,0,29,2,0.57,North
1563,Female,44,Platinum,9,438.51,0,72,4,0.1,East
1564,Female,38,Gold,3,869.69,1,72,4,0.37,West
1565,Male,35,Silver,6,561.57,0,76,5,0.24,South
1566,Male,30,Basic,3,341.9,0,36,4,0.25,West
1567,Male,33,Basic,3,381.53,0,34,3,0.51,North
1568,Female,26,Basic,2,666.4,1,36,2,0.32,West
1569,Male,29,Silver,5,528.59,0,55,4,0.29,North
1570,Female,61,Silver,5,671.77,1,4,4,0.97,West
1571,Female,55,Gold,1,566.74,0,11,3,0.58,West
1572,Female,36,Platinum,4,631.69,0,59,4,0.26,South
1573,Female,24,Silver,3,865.09,1,3,5,0.28,South
1574,Female,52,Silver,3,572.01,1,74,3,0.81,South
1575,Female,35,Platinum,1,776.62,1,12,4,0.89,South
1576,Male,33,Basic,3,617.02,1,73,2,0.68,East
1577,Male,56,Gold,1,427.4,0,21,1,0.43,West
1578,Female,21,Basic,5,896.46,0,22,1,0.76,South
1579,Female,42,Silver,6,918.35,0,18,4,0.94,North
1580,Male,49,Basic,4,577.03,0,6,5,0.17,East
1581,Female,57,Gold,4,622.77,0,89,5,0.86,North
1582,Female,30,Silver,1,785.93,0,79,3,0.85,South
1583,Male,62,Basic,6,572.28,1,65,2,0.37,West
1584,Female,34,Basic,1,744.97,0,55,4,0.29,West
1585,Female,54,Silver,3,477.93,1,40,1,0.57,West
1586,Female,23,Platinum,2,874.96,0,82,5,0.27,South
1587,Male,36,Gold,3,654.52,1,52,3,0.15,North
1588,Male,30,Silver,5,712.62,0,44,3,0.95,West
1589,Male,43,Basic,2,803.47,1,62,3,0.49,North
1590,Female,31,Silver,2,722.81,0,84,5,0.47,South
